name	created	released	status	source	title
07STATE18578	2007	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Secretary of State	DEMARCHE REQUEST ON ICELANDIC PEACEKEEPERS IN PRT 
07RABAT1229	2007	2010	SECRET//NOFORN	Embassy Rabat	APHSCT TOWNSEND'S VISIT TO MOROCCO 
08THEHAGUE102	2008	2011	SECRET	Embassy The Hague	UPDATE ...
10LONDON86	2010	2011	CONFIDENTIAL//NOFORN	Embassy London	AMBASSADOR?S MEETING WITH LIBERAL DEMOCRAT LEADER 
08REYKJAVIK251	2008	2011	UNCLASSIFIED	Embassy Reykjavik	ICELANDIC ECONOMIC CRISIS: GOI REACHES AGREEMENT ON IMF 
09STATE62392	2009	2010	SECRET//NOFORN	Secretary of State	(S) REPORTING AND COLLECTION NEEDS: BULGARIA 
06SAOPAULO498	2006	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Consulate Sao Paulo	SAO PAULO'S ARAB COMMUNITY: DIVERSITY AND DIVISIONS DIMINISH POLITICAL CLOUT 
10TRIPOLI62	2010	2011	CONFIDENTIAL	Embassy Tripoli	DARFUR REBEL GROUP MERGER IN KUFRA: MORE FANFARE THAN Derived from: DSCG 05-1, B,D
10TELAVIV414	2010	2010	SECRET	Embassy Tel Aviv	ISRAELI OFFICIALS REQUEST USG DEMARCHE SYRIA ON 
06SANTODOMINGO409	2006	2011	CONFIDENTIAL	Embassy Santo Domingo	x
10CAIRO328	2010	2011	UNCLASSIFIED	Embassy Cairo	Invitation for Egyptian Participation in NNSA Doha Workshop 
08ALGIERS85	2008	2010	CONFIDENTIAL	Embassy Algiers	FRENCH AMBASSADOR: BOUTEFLIKA MAY NOT NEED TO
08STATE44904	2008	2011	UNCLASSIFIED	Secretary of State	UNSC 4/29/08 CONSULTATIONS ON COTE D'IVOIRE: 
08TRIPOLI921	2008	2011	CONFIDENTIAL	Embassy Tripoli	LIBYA SEEKS TO DOWNPLAY TRIBAL VIOLENCE IN KUFRA  
04BRASILIA592	2004	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL'S F-X PROGRAM: NO MATTER WHO WINS TENDER, MOD SUPPORTS EMBRAER 
09RPODUBAI177	2009	2010	SECRET//NOFORN	Iran RPO Dubai	IRAN REGIONAL PRESENCE OFFICE--WINDOW ON IRAN--APRIL 22, 
06REYKJAVIK431	2006	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND: PEACEKEEPING POLICY AT A CROSSROADS 
09BRASILIA796	2009	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL'S EXPORT CONTROLS ON MILITARY SALES: HOW THEY WORK 
08MOSCOW2319	2008	2010	CONFIDENTIAL	Embassy Moscow	TFGGO1: RUSSIA-SOUTH OSSETIA SITREP 2 AUGUST 9 
09BOGOTA1632	2009	2010	CONFIDENTIAL	Embassy Bogota	POLITICIAN WITH FARC CONTACTS REACHES OUT TO 
08TELAVIV2760	2008	2010	SECRET	Embassy Tel Aviv	U/S LEVEY REASSURES GOI THAT NO MOMENTUM WILL BE 
09TRIPOLI14	2009	2011	UNCLASSIFIED	Embassy Tripoli	AMBASSADOR PRESENTS CREDENTIALS 
09REYKJAVIK45	2009	2011	CONFIDENTIAL	Embassy Reykjavik	ICELAND: FM WARNS OF POSSIBLE DEFENSE BUDGET CUTS 
09TRIPOLI190	2009	2011	CONFIDENTIAL//NOFORN	Embassy Tripoli	SECURITY ENVIRONMENT PROFILE QUESTIONNAIRE (SEPQ) - SPRING 
09SAOPAULO660	2009	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Consulate Sao Paulo	x
05MADRID2588	2005	2010	CONFIDENTIAL	Embassy Madrid	AMBASSADOR'S MEETING WITH MOD BONO
10BRUSSELS4	2010	2010	CONFIDENTIAL//NOFORN	Embassy Brussels	EU PRESIDENT VAN ROMPUY?S PLANS FOLLOWING 
08THEHAGUE317	2008	2011	SECRET//NOFORN	Embassy The Hague	NETHERLANDS: RESPONSE TO DEMARCHE ON DUTCH FIRM'S
08ASMARA543	2008	2010	SECRET//NOFORN	Embassy Asmara	BIO NOTES ON ERITREAN PRESIDENT ISAIAS AFWERKI 
08REYKJAVIK189	2008	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND FM WILL ATTEND 25 SEPTEMBER WOMEN LEADERS' WORKING 
09KAMPALA679	2009	2010	SECRET//NOFORN	Embassy Kampala	UGANDA/DRC: OPERATION RUDIA II UPDATE (JUNE 29, 
09ABUDHABI301	2009	2010	CONFIDENTIAL	Embassy Abu Dhabi	FM PRESSES SRAP HOLBROOKE FOR IRENA SUPPORT 
09BRASILIA1170	2009	2010	CONFIDENTIAL	Embassy Brasilia	BRAZIL ON IRAN: A SOFT VOICE IN THE CHORUS 
08TRIPOLI595	2008	2011	CONFIDENTIAL	Embassy Tripoli	A COMMERCIAL CAUTIONARY TALE: BECHTEL'S BID FOR SIRTE PORT PROJECT FALLS FLAT  
07MEXICO6229	2007	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Mexico	MEXICO IPR: 301 UPDATE; INTERNATIONAL POSTURE; USG PROGRAMS  REF: (A) SECSTATE 158938 (B) SECSTATE 107629 (C)       MEXICO 4467 (D) MEXICO 6196  
09BEIJING2112	2009	2010	CONFIDENTIAL	Embassy Beijing	TOP LEADERSHIP DYNAMICS DRIVEN BY CONSENSUS,
06LAPAZ2910	2006	2010	CONFIDENTIAL	Embassy La Paz	VP, AMBASSADOR DISCUSS WAYS TO IMPROVE BILATERAL 
07TRIPOLI983	2007	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	OXY EXTENDS FOR 25 YEARS IN LIBYA 
08MINSK85	2008	2010	CONFIDENTIAL	Embassy Minsk	LOST OUR LEASE -- REAL ESTATE AS A MEANS OF REGIME
09RIODEJANEIRO329	2009	2010	CONFIDENTIAL	Consulate Rio De Janeiro	COUNTER-INSURGENCY DOCTRINE COMES TO RIO'S FAVELAS 
07ANKARA1258	2007	2010	SECRET	Embassy Ankara	TURKEY'S MILITARY AND DEMOCRACY 
09TRIPOLI679	2009	2011	SECRET//NOFORN	Embassy Tripoli	TRIPOLI EMERGENCY ACTION COMMITTEE MEETING:  AUGUST 20, 
07BRASILIA431	2007	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL: U/S BURNS MEETING WITH PRESIDENTIAL FOREIGN POLICY ADVISOR MARCO AURELIO GARCIA 
04BRASILIA745	2004	2010	CONFIDENTIAL	Embassy Brasilia	BRAZILIAN MILITARY LOOKING ELSEWHERE FOR TRAINING 
10KUWAIT45	2010	2010	SECRET//NOFORN	Embassy Kuwait	TREASURY A/S COHEN REQUESTS CONTINUED TF
10REYKJAVIK6	2010	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND: EUR ENGAGEMENT ON WOMEN'S ISSUES 
07REYKJAVIK279	2007	2011	UNCLASSIFIED	Embassy Reykjavik	Iceland: Priorities for Community of Democracies Delivered; 
07MINSK125	2007	2010	CONFIDENTIAL	Embassy Minsk	THE "GOOD FELLAS" IN LUKASHENKO'S CIRCLE
09RIYADH181	2009	2010	SECRET	Embassy Riyadh	SAUDI EXCHANGE WITH RUSSIAN AMBASSADOR ON IRAN'S 
05CAIRO4534	2005	2011	CONFIDENTIAL	Embassy Cairo	REPORT: MUBARAK TO NAME VICE PRESIDENT 
09ABIDJAN406	2009	2010	SECRET//NOFORN	Embassy Abidjan	ELECTIONS IN COTE D'IVOIRE: THE MYTH AND THE 
06THEHAGUE1991	2006	2011	CONFIDENTIAL	Embassy The Hague	NETHERLANDS/NATO: AMB. NULAND DISCUSSES ROAD TO 
04NEWDELHI6983	2004	2010	CONFIDENTIAL	Embassy New Delhi	INDIA ENCOURAGES DEMOCRACY IN BURMA 
08NEWDELHI3031	2008	2010	CONFIDENTIAL	Embassy New Delhi	MUMBAI TERROR ATTACKS: POLITICAL FALLOUT CONTINUES 
06REYKJAVIK93	2006	2011	UNCLASSIFIED	Embassy Reykjavik	MEDIA REACTION FOR MARCH 18-20, 2006:  U.S. 
09USNATO501	2009	2011	CONFIDENTIAL	Mission USNATO	DUTCH SAY U.S. AFGHANISTAN MESSAGE MUST BE A 
10KABUL436	2010	2011	SECRET	Embassy Kabul	AFGHANISTAN?S OUTLOOK ON IRAN:  A KARZAI INSIDER?S 
10BRASILIA51	2010	2010	CONFIDENTIAL	Embassy Brasilia	Ambassador Shannon's Meeting with MOD Jobim 
09SANAA2040	2009	2010	SECRET//NOFORN	Embassy Sanaa	SAUDI AIRSTRIKES AT YEMEN BORDER 
09TRIPOLI562	2009	2011	CONFIDENTIAL	Embassy Tripoli	AU SUMMIT: A/S CARSON'S MEETING WITH AU COMMISSION LEADERSHIP TRIPOLI 00000562 001.2 OF 002 
89PANAMA8545	1989	2010	SECRET	Embassy Panama	PANAMANIANS HOPE FOR A SUCCESSFUL COUP 
09TRIPOLI570	2009	2011	CONFIDENTIAL	Embassy Tripoli	LIBYA'S AU SUMMIT SCORECARD: VICTORY (OF SORTS) FROM JAWS OF DEFEAT TRIPOLI 00000570 001.2 OF 002 CLASSIFIED BY: Gene A. Cretz, Ambassador, US Embassy Tripoli, Department of State. REASON: 1.4 (b), (d)
09LONDON2357	2009	2011	UNCLASSIFIED	Embassy London	CONSERVATIVES ANNOUNCE PLANS TO CONFRONT "CLEAR AND PRESENT 
09TRIPOLI618	2009	2011	CONFIDENTIAL//NOFORN	Embassy Tripoli	x
09TRIPOLI485	2009	2011	CONFIDENTIAL	Embassy Tripoli	x
09PARIS410	2009	2010	SECRET//NOFORN	Embassy Paris	SCENESETTER FOR THE PRESIDENT?S BILATERAL MEETING 
08MOSCOW2816	2008	2011	CONFIDENTIAL	Embassy Moscow	GAZPROM OFFICIAL DESCRIBES THE COMPANY AS A SOCIALIST RENT-SEEKING MONOPOLIST
08REYKJAVIK41	2008	2011	UNCLASSIFIED	Embassy Reykjavik	COUNTRY CLEARANCE GRANTED FOR CODEL BOUCHER 
09TRIPOLI483	2009	2011	UNCLASSIFIED	Embassy Tripoli	QADHAFI DEVELOPMENT FOUNDATION CONFIRMS RELEASE OF POLITICAL 
09BAKU478	2009	2010	SECRET	Embassy Baku	IRAN VIEW FROM BAKU: VIOLENCE IN BALUCHISTAN
05BRASILIA1130	2005	2010	CONFIDENTIAL	Embassy Brasilia	BRAZIL: A/S RADEMAKER'S MEETING WITH FOREIGN MINISTRY OFFICIALS ON NPT REVCON, ARTICLE 98 
10LONDON69	2010	2011	CONFIDENTIAL//NOFORN	Embassy London	UK MUST WAIT FOR GENEVA FEEDBACK TO AGREE TO NPT 
09ROME1187	2009	2010	CONFIDENTIAL//NOFORN	Embassy Rome	ITALY: SCANDALS TAKING TOLL ON BERLUSCONI?S 
08KYIV2294	2008	2010	CONFIDENTIAL	Embassy Kyiv	UKRAINE: FIRTASH USES CRISIS TO EXPAND INTO BANKING 
09TRIPOLI762	2009	2011	CONFIDENTIAL	Embassy Tripoli	"WE ARE HERE": DOMESTIC REACTION TO QADHAFI AT UNGA TRIPOLI 00000762 001.2 OF 002 
09LONDON1932	2009	2011	CONFIDENTIAL//NOFORN	Embassy London	IAEA: UK PESSIMISTIC ABOUT AVOIDING FURTHER 
09STOCKHOLM679	2009	2010	CONFIDENTIAL	Embassy Stockholm	WHO IS SWEDISH PRIME MINISTER FREDRIK REINFELDT? 
10BRASILIA55	2010	2010	CONFIDENTIAL	Embassy Brasilia	BRAZIL: AMBASSADOR DISCUSSES SECURITY, CN, AND UPCOMING
10WARSAW110	2010	2010	CONFIDENTIAL	Embassy Warsaw	AMBASSADOR MEETS DEFENSE MINISTER KLICH 
08STATE135048	2008	2011	SECRET	Secretary of State	SHIELD S04B-08: SYRIA ARRANGING TO ACQUIRE CW 
01PRETORIA1173	2001	2010	CONFIDENTIAL	Embassy Pretoria	THIN-SKINNED MBEKI WILL REQUIRE DEFT HANDLING 
09STOCKHOLM615	2009	2010	CONFIDENTIAL//NOFORN	Embassy Stockholm	"WE LOOK UNCOORDINATED": SWEDES "EMBARRASSED" BY EU BEHAVIOR AT AHMADINEJAD SPEECH 
09ABUDHABI744	2009	2010	SECRET//NOFORN	Embassy Abu Dhabi	UAE GULF SECURITY DIALOGUE (GSD) JULY 20 PLENARY SESSION AND 
06REYKJAVIK97	2006	2011	UNCLASSIFIED	Embassy Reykjavik	MEDIA REACTION FOR MARCH 21-22, 2006: U.S. REMOVAL 
08PANAMA851	2008	2010	CONFIDENTIAL	Embassy Panama	ROUGH WATER FOR CANAL EXPANSION
07REYKJAVIK232	2007	2011	UNCLASSIFIED	Embassy Reykjavik	Grants Support for PD Projects (Iceland) 
09BRASILIA1263	2009	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL: URIBE ALLAYS LULA,S CONCERNS OVER U.S.-COLOMBIA DCA 
09ASHGABAT1633	2009	2010	CONFIDENTIAL	Embassy Ashgabat	BERDIMUHAMEDOV AND TURKMENISTAN?S RULING FAMILY 
08SAOPAULO432	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Consulate Sao Paulo	SUGAR, ETHANOL, CHARGES OF SLAVERY, AND TIP STRATEGY IN BRAZIL 
09LONDON33	2009	2011	SECRET//NOFORN	Embassy London	HMG RECEIVES NIP AND DISCUSSES RELATED TOPICS 
09ANKARA1583	2009	2010	CONFIDENTIAL	Embassy Ankara	WORKING ERDOGAN BACK INTO THE FOLD ON IRAN 
05BRASILIA1566	2005	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	VARIG FINANCIAL CRISIS DEEPENS REF: A) 2004 BRASILIA 2939, B) RIO DE JANEIRO 198 
09BEIJING3313	2009	2010	CONFIDENTIAL	Embassy Beijing	UNDER SECRETARY BURNS MEETING WITH CCID DIRECTOR 
10RIYADH118	2010	2010	CONFIDENTIAL	Embassy Riyadh	SAUDI FOREIGN MINISTRY PRESSING CHINA TO STOP 
09STOCKHOLM418	2009	2010	CONFIDENTIAL	Embassy Stockholm	EUR A/S GORDON?S JULY 3 MEETINGS WITH THE EU 
06MADRID2281	2006	2010	CONFIDENTIAL	Embassy Madrid	SPAIN: FM MORATINOS ON MIDEAST, NORTH AFRICA,
06DUSHANBE2113	2006	2010	CONFIDENTIAL	Embassy Dushanbe	WHETHER TO COOPERATE: MIXED SIGNALS FROM THE RUSSIANS IN 
06MOSCOW7863	2006	2011	SECRET	Embassy Moscow	GEORGIA-RUSSIA: PUTIN-SAAKASHVILI MEETING OFF, LEAVING LITTLE CLARITY AND MUCH SUSPICION 
09KABUL165	2009	2010	SECRET	Embassy Kabul	CENTCOM COMMANDER PETRAEUS JAN 20 MEETING WITH 
09BUENOSAIRES1017	2009	2010	SECRET//NOFORN	Embassy Buenos Aires	ARGENTINA: CFK'S NEW CABINET CHIEF
09TRIPOLI258	2009	2011	CONFIDENTIAL	Embassy Tripoli	x
07HARARE1073	2007	2011	UNCLASSIFIED	Embassy Harare	x
08ALGIERS787	2008	2011	CONFIDENTIAL	Embassy Algiers	THE HARRAGA: GIVE ME DIGNITY OR GIVE ME DEATH
08CAIRO1067	2008	2010	CONFIDENTIAL	Embassy Cairo	CODEL BAIRD MEETS WITH EGYPTIAN LEADERS ON MARGINS 
09KABUL3068	2009	2011	CONFIDENTIAL	Embassy Kabul	AHMED WALI KARZAI AND GOVERNOR WEESA ON GOVERNANCE 
08TRIPOLI741	2008	2011	CONFIDENTIAL	Embassy Tripoli	MINISTER OF ECONOMY POSITIVE ON BILATERAL ENGAGEMENT, CONCERNED ABOUT DOMESTIC REFORM PLANS  TRIPOLI 00000741  001.2 OF 002   
07KAMPALA1848	2007	2010	SECRET	Embassy Kampala	UGANDA MAY BE OPEN TO MANPADS STRATEGY 
08ROME1386	2008	2010	CONFIDENTIAL	Embassy Rome	BERLUSCONI?S COMMENTS ON MISSILE DEFENSE AND KOSOVO CREATE FIRESTORM IN ITALY
09REYKJAVIK72	2009	2011	CONFIDENTIAL	Embassy Reykjavik	ICELAND CONSIDERING SUPPORT FOR KOSOVO'S IMF AND WORLD BANK 
09USNATO563	2009	2011	CONFIDENTIAL//NOFORN	Mission USNATO	RFG: HOW TO KEEP THE DUTCH IN SOUTHERN AFGHANISTAN 
09BERLIN1271	2009	2010	CONFIDENTIAL//NOFORN	Embassy Berlin	WESTERWELLE FIRM ON REMOVAL OF NUCLEAR WEAPONS 
09TRIPOLI685	2009	2011	CONFIDENTIAL	Embassy Tripoli	MEGRAHI RETURNS TO LIBYA ACCOMPANIED BY SAIF AL-ISLAM 
08MADRID691	2008	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Madrid	SPAIN'S OPPOSITION PARTIDO POPULAR: RAJOY FIRMLY
09BEIJING1957	2009	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Beijing	GOOGLE CLAIMS HARRASSMENT BY CHINESE GOVERNMENT 
09TRIPOLI941	2009	2011	SECRET//NOFORN	Embassy Tripoli	LIBYANS SEEK RENEWED COMMITMENT FROM U.S. IN RETURN FOR 
09BRASILIA1094	2009	2010	CONFIDENTIAL	Embassy Brasilia	BRAZIL FIGHTER COMPETITION: UNDER SECRETARIES, 
08REYKJAVIK116	2008	2011	CONFIDENTIAL	Embassy Reykjavik	ICELAND: PARLIAMENT APPROVES RESOLUTION CONDEMNING GUANTANAMO 
09TRIPOLI896	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	DEMARCHE RESPONSE: INTERNATIONAL CIVIL SERVICE COMMISSION - SUPPORTING AMCIT NOMINATION REF: STATE 109341
07BAGHDAD146	2007	2010	SECRET	Embassy Baghdad	DEPUTY PROSECUTOR DESCRIBES TO AMBASSADOR SADDAM'S 
09ISLAMABAD1438	2009	2010	SECRET	Embassy Islamabad	NSA JONES' JUNE 25 MEETING WITH PRESIDENT ZARDARI 
09BRASILIA755	2009	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL: RESPONSE TO TITLE III REQUEST 
07TRIPOLI1056	2007	2011	SECRET	Embassy Tripoli	LIBYA'S NATIONAL SECURITY COUNCIL: EXPERIENCING GROWING 
09BRASILIA725	2009	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL - WARMING UP TO A COMPROMISE ON AMENDING NSG
06TELAVIV4032	2006	2011	CONFIDENTIAL	Embassy Tel Aviv	USSC DAYTON RAISES RAFAH, AMA AND BADR BRIGADE WITH ISA DISKIN
08RANGOON44	2008	2010	CONFIDENTIAL	Embassy Rangoon	CHINESE LOSING PATIENCE WITH BURMA 
10TRIPOLI99	2010	2011	CONFIDENTIAL	Embassy Tripoli	MINISTER OF JUSTICE TRIES, AND FAILS, TO RESIGN REF: A) 09 TRIPOLI 1021; B) 09 TRIPOLI 862
09TRIPOLI225	2009	2011	UNCLASSIFIED	Embassy Tripoli	LIBYA: INVITATION TO GLOBAL INITIATIVE'S 3RD EPG DELIVERED 
05MADRID2131	2005	2010	CONFIDENTIAL	Embassy Madrid	SPAIN/CUBA: TITLE III OF THE LIBERTAD ACT
06LAPAZ906	2006	2010	SECRET	Embassy La Paz	THE ROLE EVO'S "INTELLECTUALS" PLAY (PART 2 OF 3) 
09KABUL467	2009	2010	CONFIDENTIAL	Embassy Kabul	NEGATIVE INFLUENCE OF CERTAIN KARZAI ADVISORS 
09MADRID725	2009	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Madrid	CONTENTIOUS LABOR REFORM TALKS TROUBLE ZAPATERO
10CAIRO286	2010	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Cairo	Same Question, Same Answer: Egypt Still Unwilling to 
08KHARTOUM1768	2008	2010	CONFIDENTIAL	Embassy Khartoum	JSR ADADA DISCUSSES CEASEFIRE, IMPORTANCE OF 
09HARARE888	2009	2010	UNCLASSIFIED	Embassy Harare	ZIM NOTES 11-09-2009 
08KABUL3025	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Kabul	KUNDUZ GOVERNOR NERVOUS AS SECURITY TRENDS NEGATIVE
09LONDON2598	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy London	LITTLE ENTHUSIASM FOR LEGISLAITVE PRIORITIES IN QUEEN?S 
07REYKJAVIK336	2007	2011	UNCLASSIFIED	Embassy Reykjavik	ICELANDIC TRAVELER DETAINED BY DHS IN NEW YORK CREATES 
09REYKJAVIK201	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND CURRENTLY UNABLE TO ASSIST WHO WITH H1N1 SUPPORT 
09STATE60550	2009	2011	UNCLASSIFIED	Secretary of State	SURINAME -- 2009 TIP REPORT: PRESS GUIDANCE AND 
07ISLAMABAD5388	2007	2010	SECRET//NOFORN	Embassy Islamabad	PAKISTAN?S NEXT PRIME MINISTER? 
09SANAA2251	2009	2010	SECRET//NOFORN	Embassy Sanaa	ROYG LOOKS AHEAD FOLLOWING CT OPERATIONS, BUT 
10KYIV168	2010	2010	CONFIDENTIAL	Embassy Kyiv	UKRAINE: LOW PROFILE FOR SECURITY ISSUES IN THE
09MEXICO3101	2009	2010	SECRET	Embassy Mexico	MEXICO: ARTICLE 29 'STATE OF EXCEPTION' -- 
09REYKJAVIK37	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELANDIC MINISTER CONFIRMS COMMERCIAL WHALING DECISION 
09STATE72105	2009	2011	UNCLASSIFIED	Secretary of State	UN OPERATION IN COTE D'IVOIRE:  CONSULTATIONS AND 
10BERLIN157	2010	2010	CONFIDENTIAL	Embassy Berlin	DEFENSE MINISTER ZU GUTTENBERG REVEALS STRUGGLE 
09MAPUTO1291	2009	2010	SECRET	Embassy Maputo	IMPORTANT DRUG TRAFFICKING TRANSIT POINT FOR EAST 
09TRIPOLI201	2009	2011	SECRET//NOFORN	Embassy Tripoli	SCENESETTER FOR THE VISIT OF GENERAL WILLIAM WARD TO LIBYA, 
10MUSCAT103	2010	2011	SECRET	Embassy Muscat	OMAN'S SULTAN QABOOS AND A/S FELTMAN DISCUSS YEMEN 
09TRIPOLI765	2009	2011	CONFIDENTIAL//NOFORN	Embassy Tripoli	NATIONAL OIL CORPORATION BUSINESS CONTINUES AMID CHAIRMAN'S RESIGNATION REF: A) Tripoli 72; B) 08 Tripoli 564 TRIPOLI 00000765 001.2 OF 003
09HAVANA592	2009	2010	CONFIDENTIAL	US Interests Section Havana	GOC SIGNALS "READINESS TO MOVE FORWARD" 
09REYKJAVIK47	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND WELCOMES U.S. REENGAGEMENT IN UN HUMAN RIGHTS 
08BEIJING1454	2008	2010	CONFIDENTIAL	Embassy Beijing	HU JINTAO IN CHARGE OF TIBET POLICY; LEADERSHIP
10STATE9565	2010	2010	SECRET	Secretary of State	(S/REL UK) ARGENTINE REACTION TO POTENTIAL
09PRISTINA77	2009	2010	CONFIDENTIAL	Embassy Pristina	SCENESETTER FOR THE VISIT OF KOSOVO PRESIDENT 
08BERLIN122	2008	2010	SECRET//NOFORN	Embassy Berlin	WELCOME TO BERLIN 
06BRASILIA1667	2006	2010	UNCLASSIFIED	Embassy Brasilia	CAN A ROAD SAVE THE AMAZON? THE BR-163 - Corrected Version BRASILIA 00001667 001.2 OF 003 
07LAPAZ2400	2007	2010	CONFIDENTIAL	Embassy La Paz	OPPOSITION, OTHERS DEFEND US AID 
09TRIPOLI436	2009	2011	CONFIDENTIAL	Embassy Tripoli	LIBYA'S HEALTH MINISTER WELCOMES U.S. COOPERATION TRIPOLI 00000436 001.2 OF 002 CLASSIFIED BY: Gene Cretz, Ambassador, U.S. Embassy Tripoli, U.S. Department of State. REASON: 1.4 (b), (d)
09STATE122615	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Secretary of State	EGYPT LEAHY VETTING RESPONSE - 99329 THRU 99341 
08LONDON2169	2008	2011	SECRET//NOFORN	Embassy London	IRAN: EXPAT SOURCE'S INFORMATION AND VIEWS ON 
08MOSCOW864	2008	2011	CONFIDENTIAL	Embassy Moscow	WHAT'S BEHIND THE RAIDS ON TNK-BP AND BP REF: A. MOSCOW 816 B. MOSCOW 768 C. 07 MOSCOW 3054 Classified By: Ambassador William J. Burns for Reasons 1.4 (b/d)
03THEHAGUE3067	2003	2011	CONFIDENTIAL	Embassy The Hague	EU COUNCIL PUTS DUTCH IN AWKWARD POSITION 
08REYKJAVIK25	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELANDIC MFA REQUESTS FOIA INFORMATION ON HALLDOR 
08BRASILIA805	2008	2010	SECRET	Embassy Brasilia	2008 RENEWAL OF PRESIDENTIAL DETERMINATION (PD) REGARDING BRAZIL'S SHOOTDOWN (ABD) PROGRAM 
08TRIPOLI442	2008	2011	CONFIDENTIAL	Embassy Tripoli	MEETING OF AMU HEADS OF STATE - MINUS ONE - IN TRIPOLI; 
06REYKJAVIK218	2006	2011	CONFIDENTIAL	Embassy Reykjavik	ICELANDERS AGREE PROCEDURAL ISSUES SHOULD BE FOCUS 
08TRIPOLI372	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	PD PROGRAMS FALL VICTIM TO BILATERAL TENSIONS REF: TRIPOLI 289
09REYKJAVIK75	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND'S GOVERNMENT FEELING SECURE WITH ONE WEEK BEFORE 
09MEXICO3061	2009	2010	SECRET	Embassy Mexico	DIRECTOR OF NATIONAL INTELLIGENCE DENNIS BLAIR'S 
10BRASILIA3	2010	2010	CONFIDENTIAL	Embassy Brasilia	FX2 at the End of 2009 
09DHAKA482	2009	2010	CONFIDENTIAL	Embassy Dhaka	FINDING COMMON GROUND ON COUNTERRORISM WORKING 
06SAOPAULO269	2006	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Consulate Sao Paulo	x
09MAPUTO713	2009	2010	SECRET//NOFORN	Embassy Maputo	RISING CONCERNS ABOUT NARCOTRAFFICKING AND MONEY 
09TRIPOLI76	2009	2011	SECRET//NOFORN	Embassy Tripoli	LIBYA: MEETING WITH RETURNED GTMO DETAINEES UNDER USG-GOL TRANSFER FRAMEWORK MOU  
07TELAVIV3385	2007	2011	SECRET	Embassy Tel Aviv	PDAS MCNERNEY'S OCTOBER 24 MEETING AT THE ISRAELI
10ALGIERS20	2010	2010	SECRET//NOFORN	Embassy Algiers	ALGERIA STRONGLY PROTESTS TSA LISTING 
07PRETORIA1712	2007	2010	CONFIDENTIAL	Embassy Pretoria	LIMPOPO PROVINCE SPLIT OVER ZUMA AND MBEKI 
08CAIRO2543	2008	2010	SECRET//NOFORN	Embassy Cairo	SCENESETTER FOR GENERAL PETRAEUS' VISIT TO EGYPT 
08LONDON732	2008	2010	CONFIDENTIAL//NOFORN	Embassy London	UK LIBERAL DEMOCRATS RECOVERING FROM PARLIAMENTARY 
09TRIPOLI306	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	x
06BUENOSAIRES1462	2006	2010	CONFIDENTIAL	Embassy Buenos Aires	ARGENTINA: THE K-STYLE OF POLITICS
07TRIPOLI945	2007	2011	SECRET//NOFORN	Embassy Tripoli	LIBYAN REACTION TO AQ-LIFG MERGER 
06REYKJAVIK210	2006	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	Iceland Appoints First Female Foreign Minister; 
09MOSCOW2749	2009	2010	CONFIDENTIAL	Embassy Moscow	SCENESETTER FOR VISIT OF FBI DIRECTOR MUELLER TO
